OBJECTID,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,federal_agency_id,federal_agency_code,federal_agency_name,ev_network_ids_station,ev_network_ids_posts,x,y
89686,private,,GOVERNMENT,,,,BD,Private - Government only,405276,,9/20/2024 12:00:00 AM,FG,"[""{'id': 184775, 'access_code': 'private', 'fuel_type_code': 'ELEC'}"",""{'id': 406122, 'access_code': 'private', 'fuel_type_code': 'E85'}""]",,E,,FED_GOV,FERMI Site 38 Fuel Service Center,,11/14/2025 5:00:05 PM,GPS,41.858978,-88.28048,Batavia,US,,,IL,N Receiving Rd,60510,B20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,8,DOE,U.S. Department of Energy,,,-9827338.0806,5139878.3841
89745,public,,,,12/1/2025 12:00:00 AM,,ELEC,Public,405363,,7/3/2025 12:00:00 AM,,[],0,E,,,HP Ventures Group – Kedzie Project,888-493-3638,12/1/2025 4:21:01 AM,GPS,41.96262,-87.7081,Chicago,US,,,IL,4447 North Kedzie Avenue,60625,,,,,,,,,,,,[""J1772""],,,1,ZEFNET,https://www.zefenergy.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ZEFNET', 'connectors': {'J1772': {'power_kw': 9.9, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""AwNQwulJk""],[""UgorVmuVb""],-9763621.0304,5155381.7449
89945,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,405799,,7/10/2025 12:00:00 AM,,[],0,E,,,SHIELDS1 EXPP PL 1,888-758-4389,12/1/2025 2:47:22 AM,GPS,40.307036,-88.179203,Rantoul,US,,,IL,862 Broadmeadow Rd,61866,,,,,,,,,,,,[""J1772COMBO""],2,,,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 200.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 200.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""USCPIL17677031""],"[""27650401"",""27650411""]",-9816063.9765,4910660.7436
90011,public,,,,12/1/2025 12:00:00 AM,,ELEC,Public,406074,,7/11/2025 12:00:00 AM,,[],0,E,,,Centennial Lanes 2.0 EV Charging,888-222-6618,12/1/2025 4:18:02 AM,GPS,41.599166,-87.790811,Tinley Park,US,,,IL,16050 Centennial Circle,60477,,,,,,,,,,,,[""J1772COMBO""],2,,,NOODOE,https://www.noodoe.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'NOODOE', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 180.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'NOODOE', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 180.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""682f4b16321b872c0b88fac8""],"[""682f4b5196a8ca3269fb5f09"",""682f4b5196a8ca3269fb5f0c""]",-9772828.3768,5101124.2872
90012,public,,,,12/1/2025 12:00:00 AM,,ELEC,Public,406094,,7/11/2025 12:00:00 AM,,[],0,E,,,MTW,888-222-6618,12/1/2025 4:18:12 AM,GPS,42.0327161,-88.3283773,Elgin,US,,,IL,2090 Larkin Avenue,60123,,,,,,,,,,,,[""J1772COMBO""],4,,,NOODOE,https://www.noodoe.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'NOODOE', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 240.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'NOODOE', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 240.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'NOODOE', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 240.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'NOODOE', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 240.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""68701da6610c25351f339d01""],"[""68701dfafbed72a58bc85826"",""68701dfafbed72a58bc85829"",""68701e1dfbed72a58bc858ae"",""68701e1dfbed72a58bc858b1""]",-9832669.9836,5165881.4177
90030,private,,GOVERNMENT,,,,E85,Private - Government only,406122,,9/20/2024 12:00:00 AM,FG,"[""{'id': 405276, 'access_code': 'private', 'fuel_type_code': 'BD'}"",""{'id': 184775, 'access_code': 'private', 'fuel_type_code': 'ELEC'}""]",,E,,FED_GOV,FERMI Site 38 Fuel Service Center,,11/14/2025 5:00:05 PM,GPS,41.858978,-88.28048,Batavia,US,,,IL,N Receiving Rd,60510,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,None,8,DOE,U.S. Department of Energy,,,-9827338.0806,5139878.3841
90048,public,Contact station for hours of availability,,A ANDROID_PAY APPLE_PAY CREDIT D M,8/12/2025 12:00:00 AM,,ELEC,Public,415752,LD,7/29/2024 12:00:00 AM,P,[],0,E,,COLLEGE_CAMPUS,Morton College,708-656-8000,8/12/2025 4:52:28 PM,GPS,41.82444585,-87.76227123,Cicero,US,,,IL,3801 S Central Ave,60804,,,,,,,,,,,,[""J1772""],,,4,AMPUP,https://ampup.io,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,,,-9769651.3442,5134718.451
90049,public,Contact station for hours of availability,,A ANDROID_PAY APPLE_PAY CREDIT D M,8/12/2025 12:00:00 AM,,ELEC,Public,415753,LD,5/30/2024 12:00:00 AM,P,[],0,E,,COLLEGE_CAMPUS,Shawnee Community College,618-634-3302,8/12/2025 4:52:28 PM,GPS,37.270476,-89.033354,Ullin,US,,,IL,8364 Shawnee College Rd,62992,,,,,,,,,,,,[""J1772""],,,4,AMPUP,https://ampup.io,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,,,-9911147.6309,4476875.0103
90132,private,Contact station for hours of availability,,A ANDROID_PAY APPLE_PAY CREDIT D M,8/12/2025 12:00:00 AM,,ELEC,Private,415836,LD,8/2/2024 12:00:00 AM,P,[],,E,,OFFICE_BLDG,Siix USA Corp,,8/12/2025 4:52:28 PM,GPS,42.0167933,-87.9706389,Elk Grove Village,US,,,IL,651 Bonnie Ln,60007,,,,,,,,,,,,[""J1772""],,,1,AMPUP,https://ampup.io,,,,1,,,,,,,,,,,,,,,,,,,,,Privé,,"[{'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,,,-9792846.7271,5163495.331
90133,private,Contact station for hours of availability,,A ANDROID_PAY APPLE_PAY CREDIT D M,8/12/2025 12:00:00 AM,,ELEC,Private,415837,LD,2/27/2024 12:00:00 AM,P,[],,E,,OFFICE_BLDG,Schindler Elevator Corp,,8/12/2025 4:52:28 PM,GPS,41.9866738,-88.0176437,Itasca,US,,,IL,500 Park Blvd,60143,,,,,,,,,,,,[""J1772""],,,1,AMPUP,https://ampup.io,,,,1,,,,,,,,,,,,,,,,,,,,,Privé,,"[{'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,,,-9798079.2775,5158983.4529
90134,private,Contact station for hours of availability,,A ANDROID_PAY APPLE_PAY CREDIT D M,8/12/2025 12:00:00 AM,,ELEC,Private,415838,LD,5/6/2024 12:00:00 AM,P,[],,E,,OFFICE_BLDG,Executive Construction,,8/12/2025 4:52:28 PM,GPS,41.8657668,-87.894824,Hillside,US,,,IL,235 Fencl Ln,60162,,,,,,,,,,,,[""J1772""],,,2,AMPUP,https://ampup.io,,,,1,,,,,,,,,,,,,,,,,,,,,Privé,,"[{'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,,,-9784407.051,5140893.1217
90135,private,Contact station for hours of availability,,A ANDROID_PAY APPLE_PAY CREDIT D M,8/12/2025 12:00:00 AM,,ELEC,Private,415839,LD,6/18/2024 12:00:00 AM,P,[],,E,,OFFICE_BLDG,Tiger Drylac USA Inc.,,8/12/2025 4:52:28 PM,GPS,41.9071525,-88.2649805,St. Charles,US,,,IL,3945 Swenson Ave,60174,,,,,,,,,,,,[""J1772""],,,2,AMPUP,https://ampup.io,,,,1,,,,,,,,,,,,,,,,,,,,,Privé,,"[{'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,,,-9825612.6841,5147081.4696
90184,private,Contact station for hours of availability,,A ANDROID_PAY APPLE_PAY CREDIT D M,8/12/2025 12:00:00 AM,,ELEC,Private,415888,LD,7/22/2024 12:00:00 AM,P,[],,E,,OTHER,ITW Hi-Cone,,8/12/2025 4:52:28 PM,GPS,39.5117374,-88.1762232,Charleston,US,,,IL,1155 N 5th St,61920,,,,,,,,,,,,[""J1772""],,,2,AMPUP,https://ampup.io,,,,0,,,,,,,,,,,,,,,,,,,,,Privé,,"[{'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,,,-9815732.2667,4795240.9144
90203,public,Contact station for hours of availability,,A ANDROID_PAY APPLE_PAY CREDIT D M,8/12/2025 12:00:00 AM,,ELEC,Public,415907,LD,7/1/2024 12:00:00 AM,P,[],0,E,,PARKING_GARAGE,North garage,708-426-4290,8/12/2025 4:52:28 PM,GPS,41.88768,-87.63715,Chicago,US,,,IL,325 W. Wolf Point Plaza,60654,,,,,,,,,,,,[""J1772""],,,6,AMPUP,https://ampup.io,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,,,-9755722.9126,5144169.2736
90251,public,Contact station for hours of availability,,A ANDROID_PAY APPLE_PAY CREDIT D M,8/12/2025 12:00:00 AM,,ELEC,Public,415955,LD,7/30/2024 12:00:00 AM,P,[],0,E,,STREET_PARKING,Harriet Rees House,312-656-3039,8/12/2025 4:52:28 PM,GPS,41.8549408,-87.6203658,Chicago,US,,,IL,2017 S Prairie Ave,60616,,,,,,,,,,,,[""J1772""],,,1,AMPUP,https://ampup.io,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'AMPUP', 'connectors': {'J1772': {'power_kw': None, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,,,-9753854.504,5139274.9857
